date,close,code
2015-04-22,1.0,000953
2015-04-24,0.999,000953
2015-04-27,1.0,000953
2015-04-28,0.999,000953
2015-04-29,0.999,000953
2015-04-30,0.999,000953
2015-05-04,0.999,000953
2015-05-05,0.998,000953
2015-05-06,0.998,000953
2015-05-07,0.998,000953
2015-05-08,0.998,000953
2015-05-11,0.998,000953
2015-05-12,0.998,000953
2015-05-13,0.998,000953
2015-05-14,0.998,000953
2015-05-15,0.998,000953
2015-05-18,0.998,000953
2015-05-19,0.998,000953
2015-05-20,0.998,000953
2015-05-21,0.998,000953
2015-05-22,0.998,000953
2015-05-25,0.998,000953
2015-05-26,0.998,000953
2015-05-27,0.998,000953
2015-05-28,0.998,000953
2015-05-29,0.998,000953
2015-06-01,0.998,000953
2015-06-02,0.998,000953
2015-06-03,0.998,000953
2015-06-04,0.999,000953
2015-06-05,0.999,000953
2015-06-08,0.999,000953
2015-06-09,0.999,000953
2015-06-10,1.001,000953
2015-06-11,1.001,000953
2015-06-12,1.002,000953
2015-06-15,1.002,000953
2015-06-16,1.003,000953
2015-06-17,1.004,000953
2015-06-18,1.004,000953
2015-06-19,1.004,000953
2015-06-23,1.005,000953
2015-06-24,1.006,000953
2015-06-25,1.007,000953
2015-06-26,1.011,000953
2015-06-29,1.011,000953
2015-06-30,1.013,000953
2015-07-01,1.013,000953
2015-07-02,1.011,000953
2015-07-03,1.009,000953
2015-07-06,1.009,000953
2015-07-07,1.009,000953
2015-07-08,1.008,000953
2015-07-09,1.008,000953
2015-07-10,1.009,000953
2015-07-13,1.01,000953
2015-07-14,1.011,000953
2015-07-15,1.014,000953
2015-07-16,1.015,000953
2015-07-17,1.027,000953
2015-07-20,1.027,000953
2015-07-21,1.027,000953
2015-07-22,1.027,000953
2015-07-23,1.028,000953
2015-07-24,1.028,000953
2015-07-27,1.027,000953
2015-07-28,1.026,000953
2015-07-29,1.027,000953
2015-07-30,1.026,000953
2015-07-31,1.032,000953
2015-08-03,1.03,000953
2015-08-04,1.033,000953
2015-08-05,1.032,000953
2015-08-06,1.032,000953
2015-08-07,1.033,000953
2015-08-10,1.035,000953
2015-08-11,1.034,000953
2015-08-12,1.033,000953
2015-08-13,1.034,000953
2015-08-14,1.034,000953
2015-08-17,1.034,000953
2015-08-18,1.031,000953
2015-08-19,1.032,000953
2015-08-20,1.03,000953
2015-08-21,1.028,000953
2015-08-24,1.025,000953
2015-08-25,1.023,000953
2015-08-26,1.023,000953
2015-08-27,1.023,000953
2015-08-28,1.025,000953
2015-08-31,1.024,000953
2015-09-01,1.023,000953
2015-09-02,1.023,000953
2015-09-07,1.024,000953
2015-09-08,1.024,000953
2015-09-09,1.025,000953
2015-09-10,1.024,000953
2015-09-11,1.025,000953
2015-09-14,1.023,000953
2015-09-15,1.023,000953
2015-09-16,1.024,000953
2015-09-17,1.024,000953
2015-09-18,1.024,000953
2015-09-21,1.026,000953
2015-09-22,1.026,000953
2015-09-23,1.025,000953
2015-09-24,1.026,000953
2015-09-25,1.024,000953
2015-09-28,1.025,000953
2015-09-29,1.025,000953
2015-09-30,1.025,000953
2015-10-08,1.027,000953
2015-10-09,1.027,000953
2015-10-12,1.028,000953
2015-10-13,1.028,000953
2015-10-14,1.028,000953
2015-10-15,1.028,000953
2015-10-16,1.03,000953
2015-10-19,1.03,000953
2015-10-20,1.03,000953
2015-10-21,1.03,000953
2015-10-22,1.03,000953
2015-10-23,1.029,000953
2015-10-26,1.03,000953
2015-10-27,1.03,000953
2015-10-28,1.03,000953
2015-10-29,1.03,000953
2015-10-30,1.03,000953
2015-11-02,1.03,000953
2015-11-03,1.03,000953
2015-11-04,1.03,000953
2015-11-05,1.03,000953
2015-11-06,1.03,000953
2015-11-09,1.029,000953
2015-11-10,1.029,000953
2015-11-11,1.029,000953
2015-11-12,1.029,000953
2015-11-13,1.029,000953
2015-11-16,1.029,000953
2015-11-17,1.029,000953
2015-11-18,1.029,000953
2015-11-19,1.029,000953
2015-11-20,1.029,000953
2015-11-23,1.028,000953
2015-11-24,1.028,000953
2015-11-25,1.028,000953
2015-11-26,1.028,000953
2015-11-27,1.028,000953
2015-11-30,1.028,000953
2015-12-01,1.028,000953
2015-12-02,1.028,000953
2015-12-03,1.028,000953
2015-12-04,1.028,000953
2015-12-07,1.028,000953
2015-12-08,1.028,000953
2015-12-09,1.028,000953
2015-12-10,1.028,000953
2015-12-11,1.028,000953
2015-12-14,1.028,000953
2015-12-15,1.028,000953
2015-12-16,1.028,000953
2015-12-17,1.028,000953
2015-12-18,1.029,000953
2015-12-21,1.029,000953
2015-12-22,1.029,000953
2015-12-23,1.03,000953
2015-12-24,1.03,000953
2015-12-25,1.03,000953
2015-12-28,1.031,000953
2015-12-29,1.031,000953
2015-12-30,1.032,000953
2015-12-31,1.032,000953
2016-01-04,1.031,000953
2016-01-05,1.031,000953
2016-01-06,1.032,000953
2016-01-07,1.032,000953
2016-01-08,1.033,000953
2016-01-11,1.033,000953
2016-01-12,1.032,000953
2016-01-13,1.032,000953
2016-01-14,1.032,000953
2016-01-15,1.031,000953
2016-01-18,1.031,000953
2016-01-19,1.032,000953
2016-01-20,1.031,000953
2016-01-21,1.03,000953
2016-01-22,1.031,000953
2016-01-25,1.031,000953
2016-01-26,1.028,000953
2016-01-27,1.03,000953
2016-01-28,1.022,000953
2016-01-29,1.05,000953
2016-02-01,1.039,000953
2016-02-02,1.05,000953
2016-02-03,1.05,000953
2016-02-04,1.062,000953
2016-02-05,1.054,000953
2016-02-15,1.053,000953
2016-02-16,1.067,000953
2016-02-17,1.073,000953
2016-02-18,1.082,000953
2016-02-19,1.086,000953
2016-02-22,1.098,000953
2016-02-23,1.102,000953
2016-02-24,1.095,000953
2016-02-25,1.07,000953
2016-02-26,1.072,000953
