date,close,code
2008-11-05,1.0,350006
2008-11-11,1.0003,350006
2008-11-18,1.0022,350006
2008-11-25,1.002,350006
2008-12-02,1.0059,350006
2008-12-03,1.0064,350006
2008-12-04,1.007,350006
2008-12-05,1.0081,350006
2008-12-08,1.0092,350006
2008-12-09,1.0071,350006
2008-12-10,1.0084,350006
2008-12-11,1.0092,350006
2008-12-12,1.01,350006
2008-12-15,1.011,350006
2008-12-16,1.0117,350006
2008-12-17,1.0137,350006
2008-12-18,1.0154,350006
2008-12-19,1.0165,350006
2008-12-22,1.0164,350006
2008-12-23,1.0168,350006
2008-12-24,1.0165,350006
2008-12-25,1.0156,350006
2008-12-26,1.0154,350006
2008-12-29,1.0155,350006
2008-12-30,1.0155,350006
2008-12-31,1.0154,350006
2009-01-05,1.0168,350006
2009-01-06,1.0176,350006
2009-01-07,1.0182,350006
2009-01-08,1.0187,350006
2009-01-09,1.019,350006
2009-01-12,1.0186,350006
2009-01-13,1.0169,350006
2009-01-14,1.0145,350006
2009-01-15,1.0106,350006
2009-01-16,1.0079,350006
2009-01-19,1.0054,350006
2009-01-20,1.0014,350006
2009-01-21,1.0003,350006
2009-01-22,1.0036,350006
2009-01-23,1.0043,350006
2009-02-02,1.0035,350006
2009-02-03,1.0006,350006
2009-02-04,0.9973,350006
2009-02-05,0.9928,350006
2009-02-06,0.9965,350006
2009-02-09,0.9978,350006
2009-02-10,0.997,350006
2009-02-11,0.9974,350006
2009-02-12,1.0008,350006
2009-02-13,1.0012,350006
2009-02-16,1.0021,350006
2009-02-17,1.0003,350006
2009-02-18,1.0001,350006
2009-02-19,1.002,350006
2009-02-20,1.0005,350006
2009-02-23,1.0015,350006
2009-02-24,1.0011,350006
2009-02-25,1.0043,350006
2009-02-26,1.0041,350006
2009-02-27,1.0026,350006
2009-03-02,1.0033,350006
2009-03-03,1.0032,350006
2009-03-04,1.0038,350006
2009-03-05,1.0042,350006
2009-03-06,1.0057,350006
2009-03-09,1.0043,350006
2009-03-10,1.0048,350006
2009-03-11,1.0058,350006
2009-03-12,1.0067,350006
2009-03-13,1.006,350006
2009-03-16,1.0098,350006
2009-03-17,1.0115,350006
2009-03-18,1.0111,350006
2009-03-19,1.0119,350006
2009-03-20,1.0142,350006
2009-03-23,1.0144,350006
2009-03-24,1.0139,350006
2009-03-25,1.0126,350006
2009-03-26,1.0128,350006
2009-03-27,1.0121,350006
2009-03-30,1.0122,350006
2009-03-31,1.0118,350006
2009-04-01,1.012,350006
2009-04-02,1.012,350006
2009-04-03,1.0111,350006
2009-04-07,1.0091,350006
2009-04-08,1.0062,350006
2009-04-09,1.0062,350006
2009-04-10,1.0068,350006
2009-04-13,1.0057,350006
2009-04-14,1.0061,350006
2009-04-15,1.006,350006
2009-04-16,1.0053,350006
2009-04-17,1.0083,350006
2009-04-20,1.0086,350006
2009-04-21,1.0072,350006
2009-04-22,1.0029,350006
2009-04-23,1.005,350006
2009-04-24,1.0041,350006
2009-04-27,1.0046,350006
2009-04-28,1.0074,350006
2009-04-29,1.0108,350006
2009-04-30,1.0117,350006
2009-05-04,1.0131,350006
2009-05-05,1.0168,350006
2009-05-06,1.0147,350006
2009-05-07,1.012,350006
2009-05-08,1.0126,350006
2009-05-11,1.0088,350006
2009-05-12,1.0143,350006
2009-05-13,1.0194,350006
2009-05-14,1.0199,350006
2009-05-15,1.0188,350006
2009-05-18,1.0197,350006
2009-05-19,1.0197,350006
2009-05-20,1.0171,350006
2009-05-21,1.0156,350006
2009-05-22,1.0158,350006
2009-05-25,1.0151,350006
2009-05-26,1.0187,350006
2009-05-27,1.0188,350006
2009-06-01,1.0191,350006
2009-06-02,1.0187,350006
2009-06-03,1.0187,350006
2009-06-04,1.0172,350006
2009-06-05,1.0171,350006
2009-06-08,1.0158,350006
2009-06-09,1.0173,350006
2009-06-10,1.02,350006
2009-06-11,1.0198,350006
2009-06-12,1.0179,350006
2009-06-15,1.0214,350006
2009-06-16,1.0189,350006
2009-06-17,1.0222,350006
2009-06-18,1.0213,350006
2009-06-19,1.0211,350006
2009-06-22,1.0205,350006
2009-06-23,1.0199,350006
2009-06-24,1.0214,350006
2009-06-25,1.0182,350006
2009-06-26,1.0185,350006
2009-06-29,1.0207,350006
2009-06-30,1.0205,350006
2009-07-01,1.02,350006
2009-07-02,1.0234,350006
2009-07-03,1.0236,350006
2009-07-06,1.025,350006
2009-07-07,1.0244,350006
2009-07-08,1.0274,350006
2009-07-09,1.0241,350006
2009-07-10,1.0228,350006
2009-07-13,1.0233,350006
2009-07-14,1.0242,350006
2009-07-15,1.0207,350006
2009-07-16,1.0166,350006
2009-07-17,1.0164,350006
2009-07-20,1.0213,350006
2009-07-21,1.0207,350006
2009-07-22,1.0239,350006
2009-07-23,1.0277,350006
2009-07-24,1.0278,350006
2009-07-27,1.028,350006
2009-07-28,1.0307,350006
2009-07-29,1.0168,350006
2009-07-30,1.019,350006
2009-07-31,1.0218,350006
2009-08-03,1.0273,350006
2009-08-04,1.0296,350006
2009-08-05,1.0276,350006
2009-08-06,1.0214,350006
2009-08-07,1.0122,350006
2009-08-10,1.0129,350006
2009-08-11,1.012,350006
2009-08-12,1.0043,350006
2009-08-13,1.0094,350006
2009-08-14,1.0044,350006
2009-08-17,0.9993,350006
2009-08-18,0.9997,350006
2009-08-19,1.0,350006
2009-08-20,1.0003,350006
2009-08-21,1.0015,350006
2009-08-24,1.001,350006
2009-08-25,1.0011,350006
