date,close,code
2010-08-16,1.0,485111
2010-08-20,1.0,485111
2010-08-27,1.0,485111
2010-09-03,1.001,485111
2010-09-09,1.001,485111
2010-09-10,1.001,485111
2010-09-13,1.001,485111
2010-09-14,1.001,485111
2010-09-15,1.001,485111
2010-09-16,1.001,485111
2010-09-17,1.001,485111
2010-09-20,1.001,485111
2010-09-21,1.001,485111
2010-09-27,1.001,485111
2010-09-28,1.001,485111
2010-09-29,1.001,485111
2010-09-30,1.001,485111
2010-10-08,1.002,485111
2010-10-11,1.002,485111
2010-10-12,1.002,485111
2010-10-13,1.002,485111
2010-10-14,1.002,485111
2010-10-15,1.003,485111
2010-10-18,1.003,485111
2010-10-19,1.003,485111
2010-10-20,1.002,485111
2010-10-21,1.001,485111
2010-10-22,1.002,485111
2010-10-25,1.004,485111
2010-10-26,1.003,485111
2010-10-27,1.003,485111
2010-10-28,1.004,485111
2010-10-29,1.003,485111
2010-11-01,1.006,485111
2010-11-02,1.006,485111
2010-11-03,1.006,485111
2010-11-04,1.006,485111
2010-11-05,1.006,485111
2010-11-08,1.005,485111
2010-11-09,1.005,485111
2010-11-10,1.006,485111
2010-11-11,1.007,485111
2010-11-12,1.003,485111
2010-11-15,1.007,485111
2010-11-16,1.003,485111
2010-11-17,0.999,485111
2010-11-18,1.001,485111
2010-11-19,1.004,485111
2010-11-22,1.003,485111
2010-11-23,1.004,485111
2010-11-24,1.006,485111
2010-11-25,1.009,485111
2010-11-26,1.009,485111
2010-11-29,1.008,485111
2010-11-30,1.004,485111
2010-12-01,1.005,485111
2010-12-02,1.006,485111
2010-12-03,1.005,485111
2010-12-06,1.004,485111
2010-12-07,1.006,485111
2010-12-08,1.006,485111
2010-12-09,1.003,485111
2010-12-10,1.006,485111
2010-12-13,1.011,485111
2010-12-14,1.014,485111
2010-12-15,1.013,485111
2010-12-16,1.014,485111
2010-12-17,1.015,485111
2010-12-20,1.014,485111
2010-12-21,1.013,485111
2010-12-22,1.011,485111
2010-12-23,1.007,485111
2010-12-24,1.002,485111
2010-12-27,0.997,485111
2010-12-28,0.996,485111
2010-12-29,1.0,485111
2010-12-30,1.004,485111
2010-12-31,1.007,485111
2011-01-04,1.01,485111
2011-01-05,1.009,485111
2011-01-06,1.008,485111
2011-01-07,1.009,485111
2011-01-10,1.005,485111
2011-01-11,1.003,485111
2011-01-12,1.004,485111
2011-01-13,1.006,485111
2011-01-14,1.002,485111
2011-01-17,0.995,485111
2011-01-18,0.996,485111
2011-01-19,0.996,485111
2011-01-20,0.992,485111
2011-01-21,0.99,485111
2011-01-24,0.987,485111
2011-01-25,0.986,485111
2011-01-26,0.989,485111
2011-01-27,0.99,485111
2011-01-28,0.991,485111
2011-01-31,0.992,485111
2011-02-01,0.992,485111
2011-02-09,0.988,485111
2011-02-10,0.991,485111
2011-02-11,0.993,485111
2011-02-14,0.996,485111
2011-02-15,0.995,485111
2011-02-16,0.995,485111
2011-02-17,0.995,485111
2011-02-18,0.994,485111
2011-02-21,0.995,485111
2011-02-22,0.993,485111
2011-02-23,0.995,485111
2011-02-24,0.996,485111
2011-02-25,0.996,485111
2011-02-28,0.998,485111
2011-03-01,0.999,485111
2011-03-02,0.999,485111
2011-03-03,0.999,485111
2011-03-04,1.002,485111
2011-03-07,1.005,485111
2011-03-08,1.005,485111
2011-03-09,1.008,485111
2011-03-10,1.006,485111
2011-03-11,1.005,485111
2011-03-14,1.007,485111
2011-03-15,1.006,485111
2011-03-16,1.009,485111
2011-03-17,1.006,485111
2011-03-18,1.008,485111
2011-03-21,1.008,485111
